date,crime_type,crime_count
2021-12-01T00:00:00Z,ROBBERY,890
2021-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1055
2021-12-01T00:00:00Z,NARCOTICS,257
2021-12-01T00:00:00Z,DECEPTIVE PRACTICE,1029
2021-11-01T00:00:00Z,BATTERY,3049
2021-11-01T00:00:00Z,THEFT,3684
2021-11-01T00:00:00Z,NARCOTICS,304
2021-11-01T00:00:00Z,ASSAULT,1606
2021-11-01T00:00:00Z,BURGLARY,700
2021-11-01T00:00:00Z,CRIMINAL DAMAGE,2013
2021-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1027
2021-11-01T00:00:00Z,OTHER OFFENSE,1028
2021-11-01T00:00:00Z,ROBBERY,770
2021-11-01T00:00:00Z,DECEPTIVE PRACTICE,1028
2021-10-01T00:00:00Z,CRIMINAL DAMAGE,2156
2021-10-01T00:00:00Z,THEFT,4057
2021-10-01T00:00:00Z,ROBBERY,826
2021-10-01T00:00:00Z,BATTERY,3692
2021-10-01T00:00:00Z,BURGLARY,727
2021-10-01T00:00:00Z,NARCOTICS,324
2021-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1125
2021-10-01T00:00:00Z,DECEPTIVE PRACTICE,1113
2021-10-01T00:00:00Z,OTHER OFFENSE,1131
2021-10-01T00:00:00Z,ASSAULT,1847
2021-09-01T00:00:00Z,CRIMINAL DAMAGE,2208
2021-09-01T00:00:00Z,BATTERY,3764
2021-09-01T00:00:00Z,DECEPTIVE PRACTICE,1172
2021-09-01T00:00:00Z,THEFT,3798
2021-09-01T00:00:00Z,MOTOR VEHICLE THEFT,977
2021-09-01T00:00:00Z,BURGLARY,637
2021-09-01T00:00:00Z,ASSAULT,2012
2021-09-01T00:00:00Z,OTHER OFFENSE,1127
2021-09-01T00:00:00Z,NARCOTICS,290
2021-09-01T00:00:00Z,ROBBERY,764
2021-08-01T00:00:00Z,THEFT,3737
2021-08-01T00:00:00Z,ROBBERY,648
2021-08-01T00:00:00Z,BATTERY,3755
2021-08-01T00:00:00Z,CRIMINAL DAMAGE,2252
2021-08-01T00:00:00Z,DECEPTIVE PRACTICE,1153
2021-08-01T00:00:00Z,MOTOR VEHICLE THEFT,880
2021-08-01T00:00:00Z,OTHER OFFENSE,1084
2021-08-01T00:00:00Z,BURGLARY,576
2021-08-01T00:00:00Z,ASSAULT,1835
2021-08-01T00:00:00Z,NARCOTICS,355
2021-07-01T00:00:00Z,CRIMINAL DAMAGE,2414
2021-07-01T00:00:00Z,BATTERY,3814
2021-07-01T00:00:00Z,THEFT,3821
2021-07-01T00:00:00Z,MOTOR VEHICLE THEFT,804
2021-07-01T00:00:00Z,ASSAULT,1924
2021-07-01T00:00:00Z,DECEPTIVE PRACTICE,1173
2021-07-01T00:00:00Z,NARCOTICS,395
2021-07-01T00:00:00Z,ROBBERY,705
2021-07-01T00:00:00Z,OTHER OFFENSE,1169
2021-07-01T00:00:00Z,BURGLARY,536
2021-06-01T00:00:00Z,ASSAULT,1882
2021-06-01T00:00:00Z,BATTERY,3807
2021-06-01T00:00:00Z,CRIMINAL DAMAGE,2247
2021-06-01T00:00:00Z,OTHER OFFENSE,1380
2021-06-01T00:00:00Z,THEFT,3399
2021-06-01T00:00:00Z,ROBBERY,591
2021-06-01T00:00:00Z,BURGLARY,489
2021-06-01T00:00:00Z,NARCOTICS,479
2021-06-01T00:00:00Z,MOTOR VEHICLE THEFT,813
2021-06-01T00:00:00Z,DECEPTIVE PRACTICE,1345
2021-05-01T00:00:00Z,DECEPTIVE PRACTICE,1181
2021-05-01T00:00:00Z,BATTERY,3624
2021-05-01T00:00:00Z,BURGLARY,452
2021-05-01T00:00:00Z,CRIMINAL DAMAGE,2222
2021-05-01T00:00:00Z,MOTOR VEHICLE THEFT,725
2021-05-01T00:00:00Z,ASSAULT,1781
2021-05-01T00:00:00Z,THEFT,3161
2021-05-01T00:00:00Z,OTHER OFFENSE,1307
2021-05-01T00:00:00Z,ROBBERY,500
2021-05-01T00:00:00Z,NARCOTICS,565
2021-04-01T00:00:00Z,CRIMINAL DAMAGE,1905
2021-04-01T00:00:00Z,BATTERY,3031
2021-04-01T00:00:00Z,ROBBERY,459
2021-04-01T00:00:00Z,THEFT,2714
2021-04-01T00:00:00Z,ASSAULT,1576
2021-04-01T00:00:00Z,NARCOTICS,496
2021-04-01T00:00:00Z,OTHER OFFENSE,1148
2021-04-01T00:00:00Z,MOTOR VEHICLE THEFT,695
2021-04-01T00:00:00Z,BURGLARY,388
2021-04-01T00:00:00Z,DECEPTIVE PRACTICE,1126
2021-03-01T00:00:00Z,OTHER OFFENSE,1126
2021-03-01T00:00:00Z,BATTERY,3064
2021-03-01T00:00:00Z,ASSAULT,1434
2021-03-01T00:00:00Z,MOTOR VEHICLE THEFT,769
2021-03-01T00:00:00Z,CRIMINAL DAMAGE,1839
2021-03-01T00:00:00Z,THEFT,2647
2021-03-01T00:00:00Z,ROBBERY,475
2021-03-01T00:00:00Z,NARCOTICS,812
2021-03-01T00:00:00Z,DECEPTIVE PRACTICE,1527
2021-03-01T00:00:00Z,BURGLARY,379
2021-02-01T00:00:00Z,CRIMINAL DAMAGE,1413
2021-02-01T00:00:00Z,THEFT,2053
2021-02-01T00:00:00Z,ASSAULT,1269
2021-02-01T00:00:00Z,BATTERY,2401
2021-02-01T00:00:00Z,BURGLARY,340
2021-02-01T00:00:00Z,MOTOR VEHICLE THEFT,616
2021-02-01T00:00:00Z,OTHER OFFENSE,910
2021-02-01T00:00:00Z,NARCOTICS,606
2021-02-01T00:00:00Z,ROBBERY,473
2021-02-01T00:00:00Z,DECEPTIVE PRACTICE,1488
2021-01-01T00:00:00Z,ASSAULT,1316
2021-01-01T00:00:00Z,ROBBERY,719
2021-01-01T00:00:00Z,BURGLARY,469
2021-01-01T00:00:00Z,CRIMINAL DAMAGE,1660
2021-01-01T00:00:00Z,BATTERY,2744
2021-01-01T00:00:00Z,DECEPTIVE PRACTICE,2330
2021-01-01T00:00:00Z,THEFT,2575
2021-01-01T00:00:00Z,OTHER OFFENSE,980
2021-01-01T00:00:00Z,NARCOTICS,503
2021-01-01T00:00:00Z,MOTOR VEHICLE THEFT,779
2020-12-01T00:00:00Z,THEFT,2823
2020-12-01T00:00:00Z,BATTERY,2694
2020-12-01T00:00:00Z,CRIMINAL DAMAGE,1623
2020-12-01T00:00:00Z,MOTOR VEHICLE THEFT,887
2020-12-01T00:00:00Z,BURGLARY,526
2020-12-01T00:00:00Z,OTHER OFFENSE,904
2020-12-01T00:00:00Z,ROBBERY,562
2020-12-01T00:00:00Z,NARCOTICS,516
2020-12-01T00:00:00Z,ASSAULT,1266
2020-12-01T00:00:00Z,DECEPTIVE PRACTICE,2596
2020-11-01T00:00:00Z,CRIMINAL DAMAGE,1865
2020-11-01T00:00:00Z,BATTERY,2996
2020-11-01T00:00:00Z,THEFT,2888
2020-11-01T00:00:00Z,NARCOTICS,506
2020-11-01T00:00:00Z,BURGLARY,602
2020-11-01T00:00:00Z,OTHER OFFENSE,918
2020-11-01T00:00:00Z,MOTOR VEHICLE THEFT,915
2020-11-01T00:00:00Z,DECEPTIVE PRACTICE,1859
2020-11-01T00:00:00Z,ASSAULT,1329
2020-11-01T00:00:00Z,ROBBERY,745
2020-10-01T00:00:00Z,CRIMINAL DAMAGE,2095
2020-10-01T00:00:00Z,OTHER OFFENSE,1036
2020-10-01T00:00:00Z,THEFT,3347
2020-10-01T00:00:00Z,BATTERY,3395
2020-10-01T00:00:00Z,DECEPTIVE PRACTICE,1884
2020-10-01T00:00:00Z,NARCOTICS,625
2020-10-01T00:00:00Z,MOTOR VEHICLE THEFT,975
2020-10-01T00:00:00Z,BURGLARY,632
2020-10-01T00:00:00Z,ASSAULT,1503
2020-10-01T00:00:00Z,ROBBERY,755
2020-09-01T00:00:00Z,BATTERY,3415
2020-09-01T00:00:00Z,OTHER OFFENSE,1041
2020-09-01T00:00:00Z,MOTOR VEHICLE THEFT,904
2020-09-01T00:00:00Z,THEFT,3541
2020-09-01T00:00:00Z,ASSAULT,1690
2020-09-01T00:00:00Z,DECEPTIVE PRACTICE,1123
2020-09-01T00:00:00Z,ROBBERY,743
2020-09-01T00:00:00Z,BURGLARY,592
2020-09-01T00:00:00Z,CRIMINAL DAMAGE,2116
2020-09-01T00:00:00Z,NARCOTICS,560
2020-08-01T00:00:00Z,CRIMINAL DAMAGE,2320
2020-08-01T00:00:00Z,BATTERY,4045
2020-08-01T00:00:00Z,OTHER OFFENSE,1075
2020-08-01T00:00:00Z,ASSAULT,1829
2020-08-01T00:00:00Z,THEFT,3790
2020-08-01T00:00:00Z,BURGLARY,1028
2020-08-01T00:00:00Z,ROBBERY,814
2020-08-01T00:00:00Z,MOTOR VEHICLE THEFT,978
2020-08-01T00:00:00Z,DECEPTIVE PRACTICE,1119
2020-08-01T00:00:00Z,NARCOTICS,551
2020-07-01T00:00:00Z,BATTERY,4122
2020-07-01T00:00:00Z,THEFT,3590
2020-07-01T00:00:00Z,CRIMINAL DAMAGE,2447
2020-07-01T00:00:00Z,OTHER OFFENSE,1079
2020-07-01T00:00:00Z,NARCOTICS,517
2020-07-01T00:00:00Z,ASSAULT,1883
2020-07-01T00:00:00Z,ROBBERY,732
2020-07-01T00:00:00Z,MOTOR VEHICLE THEFT,941
2020-07-01T00:00:00Z,DECEPTIVE PRACTICE,1294
2020-07-01T00:00:00Z,BURGLARY,708
2020-06-01T00:00:00Z,BATTERY,3895
2020-06-01T00:00:00Z,THEFT,3007
2020-06-01T00:00:00Z,ASSAULT,1716
2020-06-01T00:00:00Z,DECEPTIVE PRACTICE,1092
2020-06-01T00:00:00Z,CRIMINAL DAMAGE,2393
2020-06-01T00:00:00Z,MOTOR VEHICLE THEFT,784
2020-06-01T00:00:00Z,OTHER OFFENSE,943
2020-06-01T00:00:00Z,ROBBERY,569
2020-06-01T00:00:00Z,BURGLARY,725
2020-06-01T00:00:00Z,NARCOTICS,339
2020-05-01T00:00:00Z,MOTOR VEHICLE THEFT,810
2020-05-01T00:00:00Z,BURGLARY,1292
2020-05-01T00:00:00Z,BATTERY,3486
2020-05-01T00:00:00Z,CRIMINAL DAMAGE,2420
2020-05-01T00:00:00Z,THEFT,2829
2020-05-01T00:00:00Z,ROBBERY,596
2020-05-01T00:00:00Z,DECEPTIVE PRACTICE,983
2020-05-01T00:00:00Z,ASSAULT,1478
2020-05-01T00:00:00Z,OTHER OFFENSE,852
2020-05-01T00:00:00Z,NARCOTICS,484
2020-04-01T00:00:00Z,ASSAULT,1107
2020-04-01T00:00:00Z,BATTERY,2679
2020-04-01T00:00:00Z,THEFT,2440
2020-04-01T00:00:00Z,CRIMINAL DAMAGE,1749
2020-04-01T00:00:00Z,MOTOR VEHICLE THEFT,644
2020-04-01T00:00:00Z,ROBBERY,454
2020-04-01T00:00:00Z,NARCOTICS,179
2020-04-01T00:00:00Z,BURGLARY,508
2020-04-01T00:00:00Z,OTHER OFFENSE,708
2020-04-01T00:00:00Z,DECEPTIVE PRACTICE,1035
2020-03-01T00:00:00Z,BATTERY,3542
2020-03-01T00:00:00Z,CRIMINAL DAMAGE,1859
2020-03-01T00:00:00Z,ROBBERY,494
2020-03-01T00:00:00Z,BURGLARY,547
2020-03-01T00:00:00Z,THEFT,3466
2020-03-01T00:00:00Z,OTHER OFFENSE,1087
2020-03-01T00:00:00Z,DECEPTIVE PRACTICE,1166
2020-03-01T00:00:00Z,MOTOR VEHICLE THEFT,615
2020-03-01T00:00:00Z,ASSAULT,1470
2020-03-01T00:00:00Z,NARCOTICS,741
2020-02-01T00:00:00Z,CRIMINAL DAMAGE,1717
2020-02-01T00:00:00Z,BATTERY,3370
2020-02-01T00:00:00Z,THEFT,4115
2020-02-01T00:00:00Z,ASSAULT,1381
2020-02-01T00:00:00Z,MOTOR VEHICLE THEFT,649
2020-02-01T00:00:00Z,OTHER OFFENSE,1231
2020-02-01T00:00:00Z,BURGLARY,609
2020-02-01T00:00:00Z,NARCOTICS,1175
2020-02-01T00:00:00Z,ROBBERY,636
2020-02-01T00:00:00Z,DECEPTIVE PRACTICE,1326
2020-01-01T00:00:00Z,BATTERY,3582
2020-01-01T00:00:00Z,THEFT,4556
2020-01-01T00:00:00Z,NARCOTICS,1290
2020-01-01T00:00:00Z,MOTOR VEHICLE THEFT,662
2020-01-01T00:00:00Z,OTHER OFFENSE,1406
2020-01-01T00:00:00Z,CRIMINAL DAMAGE,1769
2020-01-01T00:00:00Z,DECEPTIVE PRACTICE,1570
2020-01-01T00:00:00Z,ROBBERY,725
2020-01-01T00:00:00Z,ASSAULT,1512
2020-01-01T00:00:00Z,BURGLARY,731
2019-12-01T00:00:00Z,BATTERY,3792
2019-12-01T00:00:00Z,THEFT,5386
2019-12-01T00:00:00Z,OTHER OFFENSE,1190
2019-12-01T00:00:00Z,ASSAULT,1533
2019-12-01T00:00:00Z,CRIMINAL DAMAGE,1964
2019-12-01T00:00:00Z,BURGLARY,814
2019-12-01T00:00:00Z,NARCOTICS,1086
2019-12-01T00:00:00Z,MOTOR VEHICLE THEFT,755
2019-12-01T00:00:00Z,ROBBERY,742
2019-12-01T00:00:00Z,DECEPTIVE PRACTICE,1504
2019-11-01T00:00:00Z,NARCOTICS,1120
2019-11-01T00:00:00Z,BATTERY,3657
2019-11-01T00:00:00Z,THEFT,4823
2019-11-01T00:00:00Z,OTHER OFFENSE,1191
2019-11-01T00:00:00Z,CRIMINAL DAMAGE,1958
2019-11-01T00:00:00Z,DECEPTIVE PRACTICE,1567
2019-11-01T00:00:00Z,BURGLARY,784
2019-11-01T00:00:00Z,ROBBERY,666
2019-11-01T00:00:00Z,MOTOR VEHICLE THEFT,687
2019-11-01T00:00:00Z,ASSAULT,1470
2019-10-01T00:00:00Z,BATTERY,3847
2019-10-01T00:00:00Z,OTHER OFFENSE,1378
2019-10-01T00:00:00Z,THEFT,5306
2019-10-01T00:00:00Z,ASSAULT,1722
2019-10-01T00:00:00Z,CRIMINAL DAMAGE,2285
2019-10-01T00:00:00Z,MOTOR VEHICLE THEFT,720
2019-10-01T00:00:00Z,ROBBERY,684
2019-10-01T00:00:00Z,BURGLARY,849
2019-10-01T00:00:00Z,DECEPTIVE PRACTICE,1552
2019-10-01T00:00:00Z,NARCOTICS,1187
2019-09-01T00:00:00Z,BATTERY,4294
2019-09-01T00:00:00Z,NARCOTICS,1206
2019-09-01T00:00:00Z,ROBBERY,686
2019-09-01T00:00:00Z,THEFT,5387
2019-09-01T00:00:00Z,OTHER OFFENSE,1351
2019-09-01T00:00:00Z,ASSAULT,1785
2019-09-01T00:00:00Z,MOTOR VEHICLE THEFT,663
2019-09-01T00:00:00Z,CRIMINAL DAMAGE,2333
2019-09-01T00:00:00Z,BURGLARY,860
2019-09-01T00:00:00Z,DECEPTIVE PRACTICE,1487
2019-08-01T00:00:00Z,CRIMINAL DAMAGE,2525
2019-08-01T00:00:00Z,NARCOTICS,1442
2019-08-01T00:00:00Z,BURGLARY,896
2019-08-01T00:00:00Z,BATTERY,4528
2019-08-01T00:00:00Z,ROBBERY,761
2019-08-01T00:00:00Z,ASSAULT,1829
2019-08-01T00:00:00Z,THEFT,6087
2019-08-01T00:00:00Z,OTHER OFFENSE,1317
2019-08-01T00:00:00Z,MOTOR VEHICLE THEFT,829
2019-08-01T00:00:00Z,DECEPTIVE PRACTICE,1627
2019-07-01T00:00:00Z,BATTERY,4842
2019-07-01T00:00:00Z,ASSAULT,1922
2019-07-01T00:00:00Z,THEFT,5900
2019-07-01T00:00:00Z,CRIMINAL DAMAGE,2538
2019-07-01T00:00:00Z,OTHER OFFENSE,1458
2019-07-01T00:00:00Z,BURGLARY,916
2019-07-01T00:00:00Z,ROBBERY,770
2019-07-01T00:00:00Z,MOTOR VEHICLE THEFT,866
2019-07-01T00:00:00Z,DECEPTIVE PRACTICE,1611
2019-07-01T00:00:00Z,NARCOTICS,1280
2019-06-01T00:00:00Z,ASSAULT,2001
2019-06-01T00:00:00Z,BATTERY,4723
2019-06-01T00:00:00Z,ROBBERY,760
2019-06-01T00:00:00Z,OTHER OFFENSE,1464
2019-06-01T00:00:00Z,THEFT,5580
2019-06-01T00:00:00Z,NARCOTICS,1230
2019-06-01T00:00:00Z,CRIMINAL DAMAGE,2483
2019-06-01T00:00:00Z,BURGLARY,782
2019-06-01T00:00:00Z,MOTOR VEHICLE THEFT,765
2019-06-01T00:00:00Z,DECEPTIVE PRACTICE,1468
2019-05-01T00:00:00Z,BATTERY,4733
2019-05-01T00:00:00Z,ASSAULT,2037
2019-05-01T00:00:00Z,CRIMINAL DAMAGE,2467
2019-05-01T00:00:00Z,THEFT,5329
2019-05-01T00:00:00Z,NARCOTICS,1201
2019-05-01T00:00:00Z,OTHER OFFENSE,1547
2019-05-01T00:00:00Z,ROBBERY,628
2019-05-01T00:00:00Z,DECEPTIVE PRACTICE,1557
2019-05-01T00:00:00Z,MOTOR VEHICLE THEFT,748
2019-05-01T00:00:00Z,BURGLARY,805
2019-04-01T00:00:00Z,BATTERY,3958
2019-04-01T00:00:00Z,CRIMINAL DAMAGE,2253
2019-04-01T00:00:00Z,THEFT,4606
2019-04-01T00:00:00Z,ROBBERY,595
2019-04-01T00:00:00Z,OTHER OFFENSE,1439
2019-04-01T00:00:00Z,NARCOTICS,1293
2019-04-01T00:00:00Z,ASSAULT,1727
2019-04-01T00:00:00Z,DECEPTIVE PRACTICE,1498
2019-04-01T00:00:00Z,MOTOR VEHICLE THEFT,756
2019-04-01T00:00:00Z,BURGLARY,687
2019-03-01T00:00:00Z,BATTERY,4038
2019-03-01T00:00:00Z,CRIMINAL DAMAGE,1998
2019-03-01T00:00:00Z,THEFT,4423
2019-03-01T00:00:00Z,ROBBERY,507
2019-03-01T00:00:00Z,NARCOTICS,1406
2019-03-01T00:00:00Z,MOTOR VEHICLE THEFT,705
2019-03-01T00:00:00Z,ASSAULT,1659
2019-03-01T00:00:00Z,OTHER OFFENSE,1444
2019-03-01T00:00:00Z,DECEPTIVE PRACTICE,1487
2019-03-01T00:00:00Z,BURGLARY,672
2019-02-01T00:00:00Z,OTHER OFFENSE,1393
2019-02-01T00:00:00Z,BATTERY,3328
2019-02-01T00:00:00Z,CRIMINAL DAMAGE,1688
2019-02-01T00:00:00Z,ASSAULT,1416
2019-02-01T00:00:00Z,ROBBERY,497
2019-02-01T00:00:00Z,THEFT,4342
2019-02-01T00:00:00Z,DECEPTIVE PRACTICE,1337
2019-02-01T00:00:00Z,NARCOTICS,1273
2019-02-01T00:00:00Z,MOTOR VEHICLE THEFT,644
2019-02-01T00:00:00Z,BURGLARY,661
2019-01-01T00:00:00Z,BATTERY,3503
2019-01-01T00:00:00Z,THEFT,4501
2019-01-01T00:00:00Z,CRIMINAL DAMAGE,1764
2019-01-01T00:00:00Z,ROBBERY,654
2019-01-01T00:00:00Z,OTHER OFFENSE,1407
2019-01-01T00:00:00Z,BURGLARY,782
2019-01-01T00:00:00Z,ASSAULT,1457
2019-01-01T00:00:00Z,DECEPTIVE PRACTICE,1545
2019-01-01T00:00:00Z,MOTOR VEHICLE THEFT,694
2019-01-01T00:00:00Z,NARCOTICS,1342
2018-12-01T00:00:00Z,DECEPTIVE PRACTICE,1594
2018-12-01T00:00:00Z,CRIMINAL DAMAGE,2215
2018-12-01T00:00:00Z,BATTERY,3848
2018-12-01T00:00:00Z,THEFT,5619
2018-12-01T00:00:00Z,NARCOTICS,1007
2018-12-01T00:00:00Z,ROBBERY,844
2018-12-01T00:00:00Z,ASSAULT,1587
2018-12-01T00:00:00Z,MOTOR VEHICLE THEFT,897
2018-12-01T00:00:00Z,BURGLARY,958
2018-12-01T00:00:00Z,OTHER OFFENSE,1336
2018-11-01T00:00:00Z,MOTOR VEHICLE THEFT,810
2018-11-01T00:00:00Z,BATTERY,3619
2018-11-01T00:00:00Z,DECEPTIVE PRACTICE,1433
2018-11-01T00:00:00Z,BURGLARY,900
2018-11-01T00:00:00Z,ASSAULT,1539
2018-11-01T00:00:00Z,OTHER OFFENSE,1414
2018-11-01T00:00:00Z,THEFT,5084
2018-11-01T00:00:00Z,CRIMINAL DAMAGE,1947
2018-11-01T00:00:00Z,NARCOTICS,1160
2018-11-01T00:00:00Z,ROBBERY,786
2018-10-01T00:00:00Z,BATTERY,4286
2018-10-01T00:00:00Z,THEFT,5604
2018-10-01T00:00:00Z,CRIMINAL DAMAGE,2477
2018-10-01T00:00:00Z,OTHER OFFENSE,1369
2018-10-01T00:00:00Z,BURGLARY,995
2018-10-01T00:00:00Z,ROBBERY,829
2018-10-01T00:00:00Z,DECEPTIVE PRACTICE,1529
2018-10-01T00:00:00Z,MOTOR VEHICLE THEFT,781
2018-10-01T00:00:00Z,NARCOTICS,1049
2018-10-01T00:00:00Z,ASSAULT,1711
2018-09-01T00:00:00Z,NARCOTICS,1174
2018-09-01T00:00:00Z,BATTERY,4329
2018-09-01T00:00:00Z,ASSAULT,1812
2018-09-01T00:00:00Z,THEFT,5703
2018-09-01T00:00:00Z,OTHER OFFENSE,1307
2018-09-01T00:00:00Z,DECEPTIVE PRACTICE,1512
2018-09-01T00:00:00Z,CRIMINAL DAMAGE,2244
2018-09-01T00:00:00Z,ROBBERY,763
2018-09-01T00:00:00Z,MOTOR VEHICLE THEFT,883
2018-09-01T00:00:00Z,BURGLARY,1038
2018-08-01T00:00:00Z,THEFT,6427
2018-08-01T00:00:00Z,BATTERY,4587
2018-08-01T00:00:00Z,NARCOTICS,1277
2018-08-01T00:00:00Z,BURGLARY,1193
2018-08-01T00:00:00Z,ROBBERY,937
2018-08-01T00:00:00Z,CRIMINAL DAMAGE,2593
2018-08-01T00:00:00Z,ASSAULT,1839
2018-08-01T00:00:00Z,MOTOR VEHICLE THEFT,912
2018-08-01T00:00:00Z,OTHER OFFENSE,1490
2018-08-01T00:00:00Z,DECEPTIVE PRACTICE,1711
2018-07-01T00:00:00Z,BATTERY,4857
2018-07-01T00:00:00Z,THEFT,6072
2018-07-01T00:00:00Z,BURGLARY,1121
2018-07-01T00:00:00Z,OTHER OFFENSE,1556
2018-07-01T00:00:00Z,NARCOTICS,1196
2018-07-01T00:00:00Z,CRIMINAL DAMAGE,2682
2018-07-01T00:00:00Z,ASSAULT,1937
2018-07-01T00:00:00Z,ROBBERY,875
2018-07-01T00:00:00Z,MOTOR VEHICLE THEFT,839
2018-07-01T00:00:00Z,DECEPTIVE PRACTICE,1686
2018-06-01T00:00:00Z,THEFT,5958
2018-06-01T00:00:00Z,BATTERY,4614
2018-06-01T00:00:00Z,CRIMINAL DAMAGE,2554
2018-06-01T00:00:00Z,ASSAULT,1874
2018-06-01T00:00:00Z,OTHER OFFENSE,1486
2018-06-01T00:00:00Z,MOTOR VEHICLE THEFT,803
2018-06-01T00:00:00Z,NARCOTICS,1084
2018-06-01T00:00:00Z,ROBBERY,850
2018-06-01T00:00:00Z,BURGLARY,1034
2018-06-01T00:00:00Z,DECEPTIVE PRACTICE,1594
2018-05-01T00:00:00Z,THEFT,5662
2018-05-01T00:00:00Z,ROBBERY,801
2018-05-01T00:00:00Z,BATTERY,4950
2018-05-01T00:00:00Z,MOTOR VEHICLE THEFT,821
2018-05-01T00:00:00Z,CRIMINAL DAMAGE,2628
2018-05-01T00:00:00Z,ASSAULT,2031
2018-05-01T00:00:00Z,OTHER OFFENSE,1578
2018-05-01T00:00:00Z,DECEPTIVE PRACTICE,1653
2018-05-01T00:00:00Z,NARCOTICS,1176
2018-05-01T00:00:00Z,BURGLARY,960
2018-04-01T00:00:00Z,BATTERY,3796
2018-04-01T00:00:00Z,CRIMINAL DAMAGE,2210
2018-04-01T00:00:00Z,THEFT,4928
2018-04-01T00:00:00Z,NARCOTICS,1098
2018-04-01T00:00:00Z,BURGLARY,926
2018-04-01T00:00:00Z,OTHER OFFENSE,1488
2018-04-01T00:00:00Z,ROBBERY,687
2018-04-01T00:00:00Z,ASSAULT,1637
2018-04-01T00:00:00Z,DECEPTIVE PRACTICE,1544
2018-04-01T00:00:00Z,MOTOR VEHICLE THEFT,738
2018-03-01T00:00:00Z,THEFT,4698
2018-03-01T00:00:00Z,BATTERY,3940
2018-03-01T00:00:00Z,ASSAULT,1614
2018-03-01T00:00:00Z,OTHER OFFENSE,1453
2018-03-01T00:00:00Z,CRIMINAL DAMAGE,2297
2018-03-01T00:00:00Z,BURGLARY,816
2018-03-01T00:00:00Z,NARCOTICS,1280
2018-03-01T00:00:00Z,MOTOR VEHICLE THEFT,722
2018-03-01T00:00:00Z,ROBBERY,737
2018-03-01T00:00:00Z,DECEPTIVE PRACTICE,1646
2018-02-01T00:00:00Z,BATTERY,3187
2018-02-01T00:00:00Z,THEFT,3839
2018-02-01T00:00:00Z,ROBBERY,631
2018-02-01T00:00:00Z,ASSAULT,1351
2018-02-01T00:00:00Z,OTHER OFFENSE,1246
2018-02-01T00:00:00Z,CRIMINAL DAMAGE,1641
2018-02-01T00:00:00Z,NARCOTICS,996
2018-02-01T00:00:00Z,DECEPTIVE PRACTICE,1433
2018-02-01T00:00:00Z,BURGLARY,686
2018-02-01T00:00:00Z,MOTOR VEHICLE THEFT,610
2018-01-01T00:00:00Z,MOTOR VEHICLE THEFT,996
2018-01-01T00:00:00Z,DECEPTIVE PRACTICE,1581
2018-01-01T00:00:00Z,THEFT,4771
2018-01-01T00:00:00Z,BATTERY,3565
2018-01-01T00:00:00Z,NARCOTICS,1083
2018-01-01T00:00:00Z,OTHER OFFENSE,1310
2018-01-01T00:00:00Z,ROBBERY,894
2018-01-01T00:00:00Z,ASSAULT,1409
2018-01-01T00:00:00Z,CRIMINAL DAMAGE,1904
2018-01-01T00:00:00Z,BURGLARY,938
2017-12-01T00:00:00Z,BURGLARY,970
2017-12-01T00:00:00Z,BATTERY,3643
2017-12-01T00:00:00Z,THEFT,5328
2017-12-01T00:00:00Z,CRIMINAL DAMAGE,2135
2017-12-01T00:00:00Z,NARCOTICS,789
2017-12-01T00:00:00Z,OTHER OFFENSE,1244
2017-12-01T00:00:00Z,DECEPTIVE PRACTICE,1624
2017-12-01T00:00:00Z,ASSAULT,1370
2017-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1060
2017-12-01T00:00:00Z,ROBBERY,1068
2017-11-01T00:00:00Z,BATTERY,3705
2017-11-01T00:00:00Z,OTHER OFFENSE,1278
2017-11-01T00:00:00Z,NARCOTICS,927
2017-11-01T00:00:00Z,ASSAULT,1447
2017-11-01T00:00:00Z,MOTOR VEHICLE THEFT,929
2017-11-01T00:00:00Z,ROBBERY,1127
2017-11-01T00:00:00Z,THEFT,5322
2017-11-01T00:00:00Z,DECEPTIVE PRACTICE,1529
2017-11-01T00:00:00Z,CRIMINAL DAMAGE,2308
2017-11-01T00:00:00Z,BURGLARY,1068
2017-10-01T00:00:00Z,ASSAULT,1625
2017-10-01T00:00:00Z,ROBBERY,1113
2017-10-01T00:00:00Z,CRIMINAL DAMAGE,2405
2017-10-01T00:00:00Z,DECEPTIVE PRACTICE,1566
2017-10-01T00:00:00Z,THEFT,5656
2017-10-01T00:00:00Z,OTHER OFFENSE,1329
2017-10-01T00:00:00Z,BATTERY,4156
2017-10-01T00:00:00Z,MOTOR VEHICLE THEFT,967
2017-10-01T00:00:00Z,NARCOTICS,845
2017-10-01T00:00:00Z,BURGLARY,1184
2017-09-01T00:00:00Z,THEFT,5460
2017-09-01T00:00:00Z,ROBBERY,994
2017-09-01T00:00:00Z,BATTERY,4374
2017-09-01T00:00:00Z,NARCOTICS,1026
2017-09-01T00:00:00Z,ASSAULT,1779
2017-09-01T00:00:00Z,CRIMINAL DAMAGE,2381
2017-09-01T00:00:00Z,OTHER OFFENSE,1245
2017-09-01T00:00:00Z,MOTOR VEHICLE THEFT,902
